適用規格,調査名,調査目的,調査対象,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進角度,掘進方向,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,岩石土区分_岩石土記号,岩石土区分_岩石,色調_下端深度,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,孔内水位_孔内水位,バージョン変換情報,調査期間_開始年月日,ハンマー落下用具_コード,色調_色調名,標準貫入試験_備考,岩石土区分_岩相,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_変形係数,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_透水係数,P波試験_上端深度,P波試験_速度,P波試験_下端深度,孔内水平載荷試験_降伏圧,事業工事名,ボーリング名,ボーリング総数,取得方法コード,読取精度コード,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,地盤勾配,試錐機_名称,試錐機_方法,エンジン_名称,ハンマー落下用具_名称,N値記録用具_コード,N値記録用具_名称,ポンプ_名称,観察記事_上端深度,観察記事_下端深度,観察記事_記事,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_区分,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,送水条件_送水種類,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,観察記事枠線_下端深度,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_説明,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_説明,孔内水位_掘削状況,孔内水位_水位種別備考,孔径孔壁保護_孔壁保護方法,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,相対稠度_状態,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,相対密度_状態,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,試錐機_能力,エンジン_能力,エンジン_単位,ポンプ_能力,ポンプ_単位,座標定義,座標,櫓種類コード,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,孔径孔壁保護_孔壁保護実施理由,保孔管_下端深度,保孔管_種別コード,孔内水平載荷試験_載荷パターン,S波試験_上端深度,S波試験_下端深度,試料採取_試験名
JIS A 0206-2008,美浜東ＢＰ山上地区地質調査業務,01,01,9,135,58,31.581,35,36,45.326,1,5335,37,38,国土交通省 近畿地方整備局 福井河川国道事務所,2000-01,応用地質株式会社　福井支店,63.93,30,1,,0,30,岩盤,1,,999040001,30,20,60,10,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,美浜東ＢＰ山上地区地質調査業務,01,01,3,135,58,36.58,35,36,46.826,1,5335,37,38,国土交通省 近畿地方整備局 福井河川国道事務所,2000-01,応用地質株式会社　福井支店,66.64,25,1,,0,25,岩盤,1,,999040001,25,13,60,9,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,青褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,国道１６１号線野口地区地質調査作業,01,02,7,136,5,18.96,35,29,52.384,1,5336,10,97,国土交通省 近畿地方整備局 滋賀国道事務所,1976-07,サンコ―コンサルタント株式会社,182.36,1.08,1,,0,1.02,砂利・礫混り砂,1,S-C,531213004,1.02,,,,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,坂ノ下地質調査作業,01,01,1,136,4,48.445,35,37,53.528,1,5336,30,56,国土交通省 近畿地方整備局 福井河川国道事務所,1983-10,株式会社田中地質コンサルタント,14.02,12.38,2,,0,12.38,岩盤,1,G,999040001,12.38,12.15,50,23,1.2,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,安竹地区土質調査,08,12,5,136,11,26.949,36,5,26.147,1,5436,11,05,国土交通省 近畿地方整備局 福井河川国道事務所,1978-12,東建地質調査（株）,5.33,20.27,1,,0,20.27,砂,1,S,531211000,20.27,20,50,27,2.7,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,暗灰,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,国道２７号線舞鶴横断橋その他地質調査,01,05,6,135,22,30.789,35,28,35.331,1,5335,13,70,国土交通省 近畿地方整備局 福知山河川国道事務所,1974-01-00,（株）オリエンタルコンサルタンツ,,12.5,1,,0,12.5,砂質粘性土,1,MS,532110020,12.5,12.15,45,30,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,２７号線中舞鶴地区土質調査,01,02,5,135,23,4.787,35,28,27.233,1,5335,13,60,国土交通省 近畿地方整備局 福知山河川国道事務所,,大建測量設計（株）,3.05,7.1,2,,0,7.1,岩盤,1,MS,999040001,7.1,7,99,30,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,８号江端川橋橋台予備検討業務,01,01,2,136,12,49.251,36,1,13.578,1,5436,01,27,国土交通省 近畿地方整備局 福井河川国道事務所,1993-01,ジビル調査設計株式会社,9.2,31.55,1,,0,31.55,砂(Ｓ) ・シルト(Ｍ)互層,2,MC,532110040,31.55,31.2,17,30,3,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,暗灰青灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,８号奥麻生除雪拡巾地質調査作業,01,01,3,136,7,15.835,35,36,26.941,1,5336,30,29,国土交通省 近畿地方整備局 福井河川国道事務所,1987-09,株式会社エイコー技術コンサルタント,105.92,5,2,,0,5,軟岩・風化岩,1,GF,531100000,5,,,,1.65,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,青灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査業務,08,09,0002,136,9,2.0000,36,11,19.2000,1,5436,21,22,国土交通省近畿地方整備局福井河川国道事務所,2004-01-09,中央測量設計株式会社,3.26,10.50,1,0.00,,10.50,砂質シルト,1,MS,532110020,10.50,10.15,6,30,3.20,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),2003-10-22,3,暗灰,,,,,,,,,,,,,,,山岸地区測量,BNo.2,0002,03,0,石谷 邦雄,石谷 邦雄,伊戸 理博,平尾　真吾,0.00,YBM-05DA-2,,NFAD-8,トンビ法,2,野張,GP-5,8.70,10.50,ねばり中位。わずかに臭気有り。\n混入する砂は微細砂～細砂の範囲でスポット状に混入する。\n深度9.60m付近細砂層状に挟在。\n深度9.90m付近より粘土分増す。,3,10,2,10,1,10,,,,,,,,,,,,,,,,,,,,,,,2003-11-05,1,19,2003-11-07,10.50,10.00,,,,,,,,,,,,,,,,,,,,,,,,,10.50,10.50,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,多母谷川潜水橋設計業務,01,05,1,136,46,43.791,35,52,41.287,1,5336,66,52,国土交通省 近畿地方整備局 九頭竜川ダム統合管理事務所,1997-02,株式会社　サンワコン,558,9.11,2,,0,9.11,岩盤,1,G-B,999040001,9.11,9.05,50,6,3.05,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,雑暗灰黒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成19年度 塩津BPパートナー協議会資料作成業務,01,02,4,136,09,50.3000,35,31,04.9000,1,5336,21,23,国土交通省近畿地方整備局滋賀国道事務所,2007-12-05,株式会社 ニュージェック,86.01,15.50,1,0.00,,15.50,砂,1,S,531211000,15.50,15.15,13,30,1.08,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),2007-12-04,2,暗灰,自沈,,,,,,,,,,,,,,平成19年度 塩津BPパートナー協議会資料作成業務,H19-4,4,01,2,水口尚司,新村雄二,新村雄二,石田伸介,0.00,鉱研KS4型,,NFAD-7,,2,,V-6,14.90,15.50,細砂～中砂主体。全体的にシルトを少量混入。含水比低位～中位。,4,10,4,10,5,10,,,,,,,,,,,,,,,,,,,,,,,2007-12-04,1,,2007-12-05,15.50,,,,,,,,,,,,,,,,,,,,,,,,,,15.50,15.50,3,0,,,,,,,,,,,,,,,,非常に軟らかい,,,,-,15.15,15.45,P-6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,今津地区地質調査作業,01,05,9,136,1,20.693,35,24,4.318,1,5336,00,81,国土交通省 近畿地方整備局 滋賀国道事務所,1972-07-00,株式会社ダイヤコンサルタント,129.9,20.28,1,,0,20.28,粘土混り礫,1,G-C,531113004,20.28,20.15,50,13,8.5,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,疋田地区地質調査作業（ＮＯ．１＋ＮＯ．２）,01,01,2,136,5,58.143,35,35,47.544,1,5336,30,17,国土交通省 近畿地方整備局 福井河川国道事務所,1982-10-00,京福コンサルタント株式会社,93.17,12.7,2,,0,12.7,岩盤,1,GF,999040001,12.7,12,60,4,3.8,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,九頭龍川ボーリング工事外１件工事,08,09,9,136,8,50.147,36,12,46.493,1,5436,21,51,国土交通省 近畿地方整備局 福井河川国道事務所,1965-12-00,日本工営株式会社,-1.30,3.1,2,,0,3.1,軟岩・風化岩,1,G,531111000,3.1,1.5,50,20,1.5,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,9,褐灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,永平寺大野道路　栗住波地区他地質調査業務,01,05,6,136,23,47.586,36,4,10.574,1,5436,03,81,国土交通省 近畿地方整備局 福井河川国道事務所,2000-01-00,梶谷エンジニア株式会社,99.59,33,2,,0,33,軟岩・風化岩,1,GF,531100000,33,30.15,50,5,2.8,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,3,淡灰,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,愛発トンネル詳細設計業務（地質調査）,01,04,1,136,5,59.043,35,35,46.244,1,5336,30,17,国土交通省 近畿地方整備局 福井河川国道事務所,1991-01-00,ジェイアール西日本コンサルタンツ株式会社,94.79,15.3,1,,0,15.3,玉石混り礫質土,1,GF,531100000,15.3,15.15,50,15,9.6,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,黄褐,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,8号赤崎他5土質調査業務,01,13,0008,136,04,59.2000,35,41,18.5000,1,5336,40,26,国土交通省近畿地方整備局福井河川国道事務所,2006-03-30,株式会社 平和 I T C,7.95,6.14,2,0.00,,6.14,砂岩,1,Ss,111200002,6.14,6.00,50,14,-99.99,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),2005-11-27,2,淡茶灰,,599200001,,,,,,,,,,,,,,B4-1,10,02,1,宇野 義延,宇野 義延,三田村 一夫,高橋 秀和,45.00,東邦D0C型試錐機,2,YANMAR NFD10X,半自動型,2,野帳,BG-3B型試錐ポンプ,1.65,6.14,亀裂は非常に多く、ハンマーの軽打でぼろぼろに砕ける。\n亀裂面は、茶褐色に酸化汚染している。\n亀裂は所々で密集しており、網目状となる。\nコアは殆ど、岩片及び角礫状となる。\n上位層で、白灰色を呈するチャートを薄く挟む。\n亀裂面は、所々風化発達し粘土化した部分も見られる。,26,10,24,4,35,10,015,E,極軟,マサ状、粘土状。,6.14,013,018,VIII,,コアの採取ができないもの。スライムも含む。(記事欄に理由を書く),6.14,014,6.14,013,6.14,014,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,6.14,013,2006-03-17,4,91,2006-03-17,6.14,2.00,6.14,66,,6.00,150,6.14,CP,MC,6.14,30.0,6.14,60,6.14,0.0,10,10,2,清水,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,6.14,960,6.14,6.14,0,0,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,015,ε,強風化している。石英及び一部の長石を除きほとんど変質し原岩組織は失われている。,掘削完了後,不明、水位無し,ケーシンク゛,6.00,95,6.00,10,6.00,10,軟らかい,,,,,,,,,100,10,PS,50,l/min,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,今津地区地質調査作業,01,05,7,136,1,20.793,35,24,8.017,1,5336,00,81,国土交通省 近畿地方整備局 滋賀国道事務所,1972-07-00,株式会社ダイヤコンサルタント,136.09,24,1,,0,24,礫,1,G,531111000,24,24.15,99,5,4.3,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,貫入不能,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,永平寺大野道路上志比地区水文調査業務,01,14,1,136,22,40.391,36,4,36.17,1,5436,03,90,国土交通省 近畿地方整備局 福井河川国道事務所,2000-02-00,株式会社　サンワコン,73.43,15.5,2,,0,15.5,軟岩・風化岩,1,GF,531100000,15.5,15.1,50,14,2.4,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,褐灰白雑,貫入不能,599200003,,,,,14,15.5,01,0.00912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,美浜東Ｂ．Ｐトンネル（上り線）詳細設計業務,01,04,1,135,59,48.572,35,37,47.121,1,5335,37,59,国土交通省 近畿地方整備局 福井河川国道事務所,2000-07,株式会社　建設技術研究所,64.28,20,2,,0,20,軟岩・風化岩,1,,,20,5,8,30,8.3,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,2,灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,金山バイパス３工区地質調査作業,01,02,3,136,2,19.658,35,38,0.823,1,5336,30,63,国土交通省 近畿地方整備局 福井河川国道事務所,1981-10-00,川崎地質株式会社,8.72,48.5,1,,0,48.5,礫,1,G,531111000,48.5,48.15,48,30,0.67,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,今津地区地質調査作業,01,01,14,136,1,36.893,35,23,29.422,1,5336,00,62,国土交通省 近畿地方整備局 滋賀国道事務所,1972-07,株式会社ダイヤコンサルタント,100.35,15.36,1,,0,15.36,粘土混り礫,1,G-C,531113004,15.36,15.15,50,21,3,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,美浜東Ｂ．Ｐトンネル（上り線）詳細設計業務,01,04,5,135,59,38.573,35,37,37.322,1,5335,37,59,国土交通省 近畿地方整備局 福井河川国道事務所,2000-07-00,株式会社　建設技術研究所,73.7,25,2,,0,25,中硬岩,1,MR,999010003,25,7,50,5,6.05,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,2,淡灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,国道２７号線舞鶴横断橋その他地質調査,01,05,8,135,22,53.788,35,28,27.233,1,5335,13,60,国土交通省 近畿地方整備局 福知山河川国道事務所,1974-01,（株）オリエンタルコンサルタンツ,,11.3,1,,0,11.3,岩盤,1,V,999040001,11.3,10.15,50,11,2.5,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,坂ノ下地質調査作業,01,01,3,136,4,48.445,35,37,53.528,1,5336,30,56,国土交通省 近畿地方整備局 福井河川国道事務所,1983-10,株式会社田中地質コンサルタント,14.46,8.42,1,,0,8.42,岩盤,1,C,999040001,8.42,8.15,50,27,0.95,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,国道１６１号野口地区地質調査作業,01,02,2,136,5,19.259,35,29,58.083,1,5336,10,97,国土交通省 近畿地方整備局 滋賀国道事務所,1976-07,サンコ―コンサルタント株式会社,184.46,7,2,,0,7,岩盤,1,GF,999040001,7,5,50,2,1.1,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,九頭龍川ボーリング工事外１件工事,08,09,21,136,11,16.65,36,5,19.348,1,5436,11,05,国土交通省 近畿地方整備局 福井河川国道事務所,1965-12,日本工営株式会社,5.6,15,1,,0,15,砂質粘性土,1,C,532100000,15,15,18,30,0.7,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,9,暗灰,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,下野地区測量土質調査作業,08,09,1,136,9,11.949,36,10,56.106,1,5436,21,12,国土交通省 近畿地方整備局 福井河川国道事務所,1979-11,（株）田中地質コンサルタント,2.17,14.5,1,,0,14.5,シルト,1,M,532110000,14.5,14,0,30,1.57,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,暗灰,,,8,02,0.5,75.15,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,美浜東ＢＰ山上地区地質調査業務,01,01,7,135,58,27.581,35,36,45.326,1,5335,37,37,国土交通省 近畿地方整備局 福井河川国道事務所,2000-01-00,応用地質株式会社　福井支店,51.46,20,1,,0,20,岩盤,1,,999040001,20,19,60,5,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,3,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
